"","AIDS.Report.Number","Aircraft.Damage","Primary.Flight.Type"
"37414","20060620013319I","MINOR","PERSONAL"
"37415","20060909019749I","MINOR","AIR TAXI"
"37416","20060911019889I","MINOR","PERSONAL"
"37417","20061002020669I","MINOR","PERSONAL"
"37418","20070113000189I","MINOR","AIR TAXI"
"37419","20070219001769I","MINOR","PERSONAL"
"37420","20070712016939I","NONE","PERSONAL"
"37421","20070928023559I","MINOR","PERSONAL"
"37422","20071004022959I","MINOR","PERSONAL"
"37423","20071006824389I","MINOR","AIR TAXI"
"37424","20071024827279I","MINOR","PERSONAL"
"37425","20071221831809I","MINOR","PERSONAL"
"37426","19960605045749I","MINOR","SCHEDULED AIR CARRIER"
"37427","19901012058909I","MINOR","PERSONAL"
"37428","20071106826849I","MINOR","PERSONAL"
"37429","19901027064219I","MINOR","PERSONAL"
"37430","20020720023719I","MINOR","PERSONAL"
"37431","19970718023769I","SUBSTANTIAL","PERSONAL"
"37432","20011027038549I","DESTROYED","PERSONAL"
"37433","19901201064899I","MINOR","PERSONAL"
"37434","19930907036929I","MINOR","AIR TAXI"
"37435","19890512027849I","MINOR","BUSINESS"
"37436","19911024058029I","MINOR","AIR TAXI"
"37437","19910731049809I","MINOR","PERSONAL"
"37438","19900923048239I","MINOR","PERSONAL"
"37439","19990925033289I","MINOR","PERSONAL"
"37440","19991102031599I","MINOR","PERSONAL"
"37441","19950816031519I","MINOR","PERSONAL"
"37442","19921211054499I","MINOR","AIR TAXI"
"37443","19940616026359I","MINOR","AIR TAXI"
"37444","19920127001129I","MINOR","AIR TAXI"
"37445","19950128008869I","MINOR","PERSONAL"
"37446","20020119000849I","MINOR","AIR TAXI"
"37447","20061106023921I","MINOR","PERSONAL"
"37448","19910604019779I","MINOR","PERSONAL"
"37449","19901026056079I","MINOR","AIR TAXI"
"37450","19910526036139I","MINOR","PERSONAL"
"37451","19910625028569I","MINOR","AIR TAXI"
"37452","19920823040639I","MINOR","SCHEDULED AIR CARRIER"
"37453","19930430017289I","MINOR","PERSONAL"
"37454","19930624024619I","MINOR","AIR TAXI"
"37455","19940726033529I","MINOR","PERSONAL"
"37456","19940830048129I","MINOR","AIR TAXI"
"37457","19941025042219I","MINOR","AIR TAXI"
"37458","19950415012339I","MINOR","PERSONAL"
"37459","19950503024319I","SUBSTANTIAL","AIR TAXI"
"37460","19951126046549I","MINOR","PERSONAL"
"37461","19980812038189I","MINOR","AIR TAXI"
"37462","19991101041789I","MINOR","PERSONAL"
"37463","20000619032989I","MINOR","PERSONAL"
"37464","20010809020129I","MINOR","AIR TAXI"
"37465","20030212006729I","MINOR","PERSONAL"
"37466","20030517019369I","MINOR","PERSONAL"
"37467","20060808015649I","MINOR","PERSONAL"
"37468","20060813020789I","MINOR","PERSONAL"
"37469","20070702010479I","MINOR","PERSONAL"
"37470","19950418034549I","SUBSTANTIAL","PERSONAL"
"37471","20020621023799I","MINOR","PERSONAL"
"37472","19930626028549I","MINOR","BUSINESS"
"37473","19931010048529I","MINOR","BUSINESS"
"37474","19930406012889I","MINOR","AIR TAXI"
"37475","20000721025789I","MINOR","PERSONAL"
"37476","20010304003309I","MINOR","SCHEDULED AIR CARRIER"
"37477","19950407007429I","MINOR","PERSONAL"
"37478","19950831035119I","MINOR","PERSONAL"
"37479","20010117008719I","MINOR","PERSONAL"
"37480","19900324014469I","MINOR","PERSONAL"
"37481","19910422063329I","MINOR","PERSONAL"
"37482","19891105059059I","MINOR","SCHEDULED AIR CARRIER"
"37483","20040608010399I","MINOR","PERSONAL"
"37484","19890510020129I","MINOR","PERSONAL"
"37485","19910127010419I","MINOR","PERSONAL"
"37486","19890621054199I","MINOR","PERSONAL"
"37487","19900123001029I","MINOR","AIR TAXI"
"37488","19900413019329I","MINOR","PERSONAL"
"37489","19900523034189I","MINOR","AIR TAXI"
"37490","19900817043759I","MINOR","PERSONAL"
"37491","19901210062059I","MINOR","PERSONAL"
"37492","19910823036689I","MINOR","PERSONAL"
"37493","19920321019819I","MINOR","PERSONAL"
"37494","19920428015759I","MINOR","PERSONAL"
"37495","19930830038759I","MINOR","AIR TAXI"
"37496","19930906033609I","MINOR","PERSONAL"
"37497","19940110004169I","MINOR","SCHEDULED AIR CARRIER"
"37498","19940402014479I","SUBSTANTIAL","AIR TAXI"
"37499","19940918037789I","MINOR","BUSINESS"
"37500","19941015045469I","MINOR","PERSONAL"
"37501","19941020038519I","MINOR","AIR TAXI"
"37502","19941115040569I","MINOR","AIR TAXI"
"37503","19941212047459I","MINOR","AIR TAXI"
"37504","19960125000939I","MINOR","BUSINESS"
"37505","19960601018379I","MINOR","PERSONAL"
"37506","20000619033929I","MINOR","PERSONAL"
"37507","20000701033889I","MINOR","PERSONAL"
"37508","20011018029139I","MINOR","PERSONAL"
"37509","20031023027719I","MINOR","PERSONAL"
"37510","20041113031689I","MINOR","AIR TAXI"
"37511","20050619013489I","MINOR","PERSONAL"
"37512","20050922025499I","MINOR","PERSONAL"
"37513","20051116032699I","MINOR","AIR TAXI"
"37514","20060228002169I","MINOR","PERSONAL"
"37515","20061017028529I","MINOR","AIR TAXI"
"37516","20071027826649I","MINOR","PERSONAL"
"37517","19941216045419I","MINOR","PERSONAL"
"37518","20060724013279I","MINOR","PERSONAL"
"37519","20001007031829I","MINOR","AIR TAXI"
"37520","19960329010599I","MINOR","AIR TAXI"
"37521","19990909025999I","MINOR","AIR TAXI"
"37522","20040129000499I","MINOR","PERSONAL"
"37523","19930101000999I","MINOR","SCHEDULED AIR CARRIER"
"37524","20050604011729I","MINOR","PERSONAL"
"37525","19900523017069I","MINOR","AIR TAXI"
"37526","19930321012109I","MINOR","PERSONAL"
"37527","19970417012479I","MINOR","PERSONAL"
"37528","19900721027539I","MINOR","AIR TAXI"
"37529","19890519028039I","MINOR","AIR TAXI"
"37530","19931215051269I","MINOR","SCHEDULED AIR CARRIER"
"37531","20020203021749I","MINOR","AIR TAXI"
"37532","19890828049919I","MINOR","PERSONAL"
"37533","19890329066629I","MINOR","PERSONAL"
"37534","19900903045319I","MINOR","SCHEDULED AIR CARRIER"
"37535","19920715033729I","MINOR","AIR TAXI"
"37536","19920722034609I","MINOR","PERSONAL"
"37537","19930324013179I","MINOR","PERSONAL"
"37538","19930625026739I","MINOR","PERSONAL"
"37539","19930812032329I","MINOR","PERSONAL"
"37540","19931229050369I","MINOR","SCHEDULED AIR CARRIER"
"37541","19940804032809I","MINOR","AIR TAXI"
"37542","19940812033329I","MINOR","PERSONAL"
"37543","19940817039039I","MINOR","PERSONAL"
"37544","19940912037119I","MINOR","AIR TAXI"
"37545","19950618026949I","MINOR","PERSONAL"
"37546","19950721026739I","MINOR","PERSONAL"
"37547","19950816024119I","MINOR","PERSONAL"
"37548","19960402011369I","MINOR","PERSONAL"
"37549","19960523019019I","MINOR","PERSONAL"
"37550","19980622024639I","MINOR","SCHEDULED AIR CARRIER"
"37551","19980709024999I","MINOR","PERSONAL"
"37552","19990522014839I","MINOR","AIR TAXI"
"37553","19990606006299I","MINOR","PERSONAL"
"37554","20020316005369I","MINOR","PERSONAL"
"37555","20031012029669I","MINOR","PERSONAL"
"37556","20060911019629I","MINOR","PERSONAL"
"37557","20061106030139I","SUBSTANTIAL","PERSONAL"
"37558","20070606008869I","MINOR","PERSONAL"
"37559","20070627010009I","MINOR","AIR TAXI"
"37560","20070713022869I","SUBSTANTIAL","PERSONAL"
"37561","20071023824409I","MINOR","AIR TAXI"
"37562","20061028024099I","MINOR","SCHEDULED AIR CARRIER"
"37563","19940411016639I","MINOR","PERSONAL"
"37564","19890522038979I","MINOR","AIR TAXI"
"37565","19950310011999I","SUBSTANTIAL","PERSONAL"
"37566","19970912029529I","MINOR","AIR TAXI"
"37567","19930319010269I","MINOR","SCHEDULED AIR CARRIER"
"37568","19930807035089I","MINOR","AIR TAXI"
"37569","19970504014419I","MINOR","PERSONAL"
"37570","20041113029049I","MINOR","PERSONAL"
"37571","20070429009299I","MINOR","PERSONAL"
"37572","20030731022689I","MINOR","PERSONAL"
"37573","19930125005369I","MINOR","PERSONAL"
"37574","20031215034159I","MINOR","PERSONAL"
"37575","20060805016269I","MINOR","AIR TAXI"
"37576","19931213050869I","MINOR","AIR TAXI"
"37577","20060108000449I","MINOR","PERSONAL"
"37578","20040829023829I","MINOR","PERSONAL"
"37579","19970104001459I","MINOR","PERSONAL"
"37580","20071002021499I","MINOR","PERSONAL"
"37581","19890911047919I","MINOR","PERSONAL"
"37582","19920131008629I","MINOR","AIR TAXI"
"37583","19890215001949I","MINOR","AIR TAXI"
"37584","19891019056599I","MINOR","SCHEDULED AIR CARRIER"
"37585","19891029058639I","MINOR","AIR TAXI"
"37586","19900412031739I","MINOR","PERSONAL"
"37587","19900422016449I","MINOR","PERSONAL"
"37588","19910425036509I","MINOR","PERSONAL"
"37589","19910624028539I","MINOR","AIR TAXI"
"37590","19911126057799I","MINOR","AIR TAXI"
"37591","19920226011619I","MINOR","BUSINESS"
"37592","19930422023679I","MINOR","PERSONAL"
"37593","19930808034029I","MINOR","PERSONAL"
"37594","19940901035459I","MINOR","SCHEDULED AIR CARRIER"
"37595","19941205044579I","MINOR","AIR TAXI"
"37596","19950630025609I","MINOR","PERSONAL"
"37597","19951022038559I","MINOR","AIR TAXI"
"37598","19970125000799I","MINOR","SCHEDULED AIR CARRIER"
"37599","19971010046619I","MINOR","PERSONAL"
"37600","19991102030369I","MINOR","PERSONAL"
"37601","20020105001449I","MINOR","SCHEDULED AIR CARRIER"
"37602","20061124025159I","MINOR","PERSONAL"
"37603","20061207027179I","MINOR","PERSONAL"
"37604","20071217828989I","MINOR","AIR TAXI"
"37605","20050125001259I","MINOR","AIR TAXI"
"37606","19920229008119I","MINOR","PERSONAL"
"37607","19960814029449I","MINOR","PERSONAL"
"37608","19950523015089I","MINOR","SCHEDULED AIR CARRIER"
"37609","20050917032989I","DESTROYED","PERSONAL"
"37610","20000916030139I","SUBSTANTIAL","PERSONAL"
"37611","20010514010579I","MINOR","PERSONAL"
"37612","20070607010009I","SUBSTANTIAL","PERSONAL"
"37613","20060311002809I","MINOR","PERSONAL"
"37614","20051222033549I","MINOR","PERSONAL"
"37615","19950818031099I","MINOR","AIR TAXI"
"37616","19971005035369I","MINOR","PERSONAL"
"37617","19890305026969I","MINOR","BUSINESS"
"37618","19890514062799I","MINOR","PERSONAL"
"37619","19890523027539I","MINOR","BUSINESS"
"37620","19890808049769I","MINOR","PERSONAL"
"37621","19890927053009I","MINOR","PERSONAL"
"37622","19891227065069I","MINOR","PERSONAL"
"37623","19900103044979I","MINOR","SCHEDULED AIR CARRIER"
"37624","19900112024679I","MINOR","SCHEDULED AIR CARRIER"
"37625","19900326012059I","MINOR","AIR TAXI"
"37626","19900508037449I","MINOR","BUSINESS"
"37627","19900528017479I","MINOR","PERSONAL"
"37628","19900706035539I","MINOR","PERSONAL"
"37629","19900811034619I","MINOR","PERSONAL"
"37630","19910408014499I","MINOR","PERSONAL"
"37631","19910409024409I","MINOR","AIR TAXI"
"37632","19910510019989I","MINOR","AIR TAXI"
"37633","19910523021219I","MINOR","BUSINESS"
"37634","19910902048599I","MINOR","PERSONAL"
"37635","19910911051589I","MINOR","AIR TAXI"
"37636","19911009050769I","MINOR","AIR TAXI"
"37637","19911208055029I","MINOR","PERSONAL"
"37638","19920216030429I","MINOR","AIR TAXI"
"37639","19920529024429I","MINOR","BUSINESS"
"37640","19920707030849I","MINOR","PERSONAL"
"37641","19920827038079I","MINOR","SCHEDULED AIR CARRIER"
"37642","19920921040859I","MINOR","AIR TAXI"
"37643","19921026044289I","MINOR","PERSONAL"
"37644","19921207053159I","MINOR","PERSONAL"
"37645","19930331010729I","MINOR","AIR TAXI"
"37646","19930420018539I","MINOR","PERSONAL"
"37647","19930628023409I","MINOR","PERSONAL"
"37648","19931027045259I","MINOR","SCHEDULED AIR CARRIER"
"37649","19940121002419I","MINOR","PERSONAL"
"37650","19940303008859I","MINOR","PERSONAL"
"37651","19940325012329I","MINOR","SCHEDULED AIR CARRIER"
"37652","19940325014649I","MINOR","BUSINESS"
"37653","19940403011689I","MINOR","PERSONAL"
"37654","19940816036269I","SUBSTANTIAL","BUSINESS"
"37655","19940822048119I","MINOR","PERSONAL"
"37656","19940928040559I","MINOR","BUSINESS"
"37657","19950404011399I","MINOR","PERSONAL"
"37658","19950507012619I","MINOR","PERSONAL"
"37659","19950521014999I","MINOR","PERSONAL"
"37660","19950826034779I","MINOR","PERSONAL"
"37661","19951014041061I","MINOR","BUSINESS"
"37662","19960229007699I","MINOR","AIR TAXI"
"37663","19960818028069I","MINOR","PERSONAL"
"37664","19960903026139I","MINOR","PERSONAL"
"37665","19961014042079I","MINOR","PERSONAL"
"37666","19961202041719I","MINOR","PERSONAL"
"37667","19970526018049I","MINOR","PERSONAL"
"37668","19970710023899I","MINOR","PERSONAL"
"37669","19970716027839I","MINOR","PERSONAL"
"37670","19971004046679I","MINOR","PERSONAL"
"37671","19971108038189I","MINOR","PERSONAL"
"37672","19971128038799I","MINOR","PERSONAL"
"37673","19980815020979I","MINOR","PERSONAL"
"37674","19981222044529I","MINOR","PERSONAL"
"37675","19990130015799I","MINOR","AIR TAXI"
"37676","19990915029849I","MINOR","PERSONAL"
"37677","20000128003869I","MINOR","AIR TAXI"
"37678","20000408020179I","MINOR","PERSONAL"
"37679","20000430020489I","MINOR","PERSONAL"
"37680","20000510020649I","MINOR","PERSONAL"
"37681","20000603032159I","MINOR","PERSONAL"
"37682","20000712025479I","MINOR","AIR TAXI"
"37683","20000804041579I","MINOR","PERSONAL"
"37684","20011020029559I","SUBSTANTIAL","PERSONAL"
"37685","20020422011999I","MINOR","AIR TAXI"
"37686","20020523011359I","MINOR","PERSONAL"
"37687","20020906024039I","MINOR","PERSONAL"
"37688","20030108000219I","SUBSTANTIAL","AIR TAXI"
"37689","20030214008399I","MINOR","PERSONAL"
"37690","20030530012889I","MINOR","PERSONAL"
"37691","20040508015049I","MINOR","PERSONAL"
"37692","20041001029039I","MINOR","PERSONAL"
"37693","20041003027479I","MINOR","PERSONAL"
"37694","20050305003279I","MINOR","PERSONAL"
"37695","20050511007739I","MINOR","PERSONAL"
"37696","20050718022369I","MINOR","SCHEDULED AIR CARRIER"
"37697","20050913022039I","MINOR","PERSONAL"
"37698","20050921023139I","MINOR","PERSONAL"
"37699","20060127011249I","MINOR","PERSONAL"
"37700","20060531009129I","SUBSTANTIAL","AIR TAXI"
"37701","20060623012839I","MINOR","PERSONAL"
"37702","20061201025849I","MINOR","PERSONAL"
"37703","20070313004789I","MINOR","PERSONAL"
"37704","20070529011079I","NONE","PERSONAL"
"37705","20071004826939I","MINOR","PERSONAL"
"37706","20071210827779I","NONE","SCHEDULED AIR CARRIER"
"37707","19980924039029I","MINOR","PERSONAL"
"37708","20000927019009I","MINOR","SCHEDULED AIR CARRIER"
"37709","19940218012489I","MINOR","PERSONAL"
"37710","20001217028189I","SUBSTANTIAL","AIR TAXI"
"37711","19940120008569I","MINOR","BUSINESS"
"37712","19900606034149I","MINOR","AIR TAXI"
"37713","19941123041849I","MINOR","AIR TAXI"
"37714","19890727042749I","MINOR","PERSONAL"
"37715","19941215047229I","MINOR","AIR TAXI"
"37716","19971223044799I","MINOR","PERSONAL"
"37717","19890320014949I","MINOR","AIR TAXI"
"37718","19970112002219I","MINOR","PERSONAL"
"37719","19891116059619I","MINOR","AIR TAXI"
"37720","19891212058809I","MINOR","AIR TAXI"
"37721","19900611027189I","MINOR","BUSINESS"
"37722","19900727038069I","MINOR","BUSINESS"
"37723","19910608036329I","MINOR","SCHEDULED AIR CARRIER"
"37724","19910730057899I","MINOR","PERSONAL"
"37725","19920412013839I","MINOR","AIR TAXI"
"37726","19920419013369I","MINOR","PERSONAL"
"37727","19930623032499I","MINOR","AIR TAXI"
"37728","19941015040229I","MINOR","AIR TAXI"
"37729","19950203005619I","MINOR","PERSONAL"
"37730","19950220006139I","MINOR","PERSONAL"
"37731","19950312006129I","MINOR","PERSONAL"
"37732","19960123001979I","MINOR","BUSINESS"
"37733","19970603017509I","MINOR","PERSONAL"
"37734","19990619025699I","MINOR","PERSONAL"
"37735","19990629024499I","MINOR","PERSONAL"
"37736","19990913032189I","MINOR","PERSONAL"
"37737","20000817028199I","MINOR","PERSONAL"
"37738","20010520015529I","MINOR","PERSONAL"
"37739","20041208030439I","MINOR","AIR TAXI"
"37740","20050221002599I","MINOR","AIR TAXI"
"37741","20061011021099I","MINOR","PERSONAL"
"37742","20061216026139I","MINOR","PERSONAL"
"37743","19970803027289I","MINOR","BUSINESS"
"37744","20040705012819I","MINOR","PERSONAL"
"37745","19941123045029I","MINOR","BUSINESS"
"37746","20070217006389I","SUBSTANTIAL","AIR TAXI"
"37747","19980223011169I","MINOR","AIR TAXI"
"37748","20000706034599I","MINOR","PERSONAL"
"37749","19890421020629I","MINOR","PERSONAL"
"37750","19970511014529I","MINOR","PERSONAL"
"37751","19990417020609I","MINOR","PERSONAL"
"37752","19970501015019I","MINOR","PERSONAL"
"37753","19910814044289I","MINOR","AIR TAXI"
"37754","20000308003619I","MINOR","PERSONAL"
"37755","19910517032209I","MINOR","AIR TAXI"
"37756","19990504004589I","MINOR","PERSONAL"
"37757","19920809036099I","MINOR","PERSONAL"
"37758","20050912023389I","MINOR","PERSONAL"
"37759","19930205008629I","MINOR","AIR TAXI"
"37760","19960821043159I","MINOR","AIR TAXI"
"37761","19970821036319I","MINOR","PERSONAL"
"37762","19900724048369I","MINOR","AIR TAXI"
"37763","19990713023569I","MINOR","AIR TAXI"
"37764","19950930036809I","MINOR","PERSONAL"
"37765","19890708046969I","MINOR","AIR TAXI"
"37766","19891015054789I","MINOR","AIR TAXI"
"37767","19900723039299I","MINOR","SCHEDULED AIR CARRIER"
"37768","19901228064719I","MINOR","AIR TAXI"
"37769","19910209004029I","MINOR","PERSONAL"
"37770","19920419017749I","MINOR","AIR TAXI"
"37771","19920512019219I","MINOR","AIR TAXI"
"37772","19920601027199I","MINOR","PERSONAL"
"37773","19920605024999I","MINOR","PERSONAL"
"37774","19930525020009I","MINOR","PERSONAL"
"37775","19930529023809I","MINOR","BUSINESS"
"37776","19940625028679I","MINOR","PERSONAL"
"37777","19970505015569I","MINOR","PERSONAL"
"37778","19971119046599I","MINOR","PERSONAL"
"37779","20000216001539I","MINOR","SCHEDULED AIR CARRIER"
"37780","20020310006699I","MINOR","BUSINESS"
"37781","20020613016519I","MINOR","PERSONAL"
"37782","20020906032999I","MINOR","PERSONAL"
"37783","20050220002869I","MINOR","PERSONAL"
"37784","20050810021779I","MINOR","AIR TAXI"
"37785","20070201002429I","MINOR","AIR TAXI"
"37786","20030611019359I","MINOR","PERSONAL"
"37787","19950104000859I","MINOR","AIR TAXI"
"37788","19990412020519I","MINOR","AIR TAXI"
"37789","19911013049329I","MINOR","AIR TAXI"
"37790","19910118008559I","MINOR","AIR TAXI"
"37791","19920115002049I","MINOR","AIR TAXI"
"37792","20050321005729I","MINOR","PERSONAL"
"37793","19920515020459I","MINOR","AIR TAXI"
"37794","19960721024029I","MINOR","PERSONAL"
"37795","19890318018289I","MINOR","PERSONAL"
"37796","20011002029149I","MINOR","PERSONAL"
"37797","19900302018879I","MINOR","PERSONAL"
"37798","20000906031429I","MINOR","PERSONAL"
"37799","19930319011329I","MINOR","SCHEDULED AIR CARRIER"
"37800","19910108004479I","MINOR","SCHEDULED AIR CARRIER"
"37801","19920709030629I","MINOR","SCHEDULED AIR CARRIER"
"37802","19920909048419I","MINOR","AIR TAXI"
"37803","19980705025629I","MINOR","AIR TAXI"
"37804","19960214013869I","MINOR","BUSINESS"
"37805","19950902027749I","MINOR","PERSONAL"
"37806","19960618014929I","MINOR","BUSINESS"
"37807","19890324011959I","MINOR","PERSONAL"
"37808","19890525031009I","MINOR","PERSONAL"
"37809","19890614044539I","MINOR","AIR TAXI"
"37810","19890708043169I","MINOR","PERSONAL"
"37811","19891205063619I","MINOR","AIR TAXI"
"37812","19901019058759I","MINOR","PERSONAL"
"37813","19901107058439I","MINOR","AIR TAXI"
"37814","19910619031859I","MINOR","AIR TAXI"
"37815","19911031053859I","MINOR","BUSINESS"
"37816","19911112056649I","MINOR","AIR TAXI"
"37817","19920326010869I","MINOR","AIR TAXI"
"37818","19920413021129I","MINOR","AIR TAXI"
"37819","19920908035519I","MINOR","BUSINESS"
"37820","19930105000669I","MINOR","PERSONAL"
"37821","19930801032199I","MINOR","PERSONAL"
"37822","19940811036649I","MINOR","PERSONAL"
"37823","19950314006839I","MINOR","PERSONAL"
"37824","19950707026279I","MINOR","PERSONAL"
"37825","19970418017369I","MINOR","PERSONAL"
"37826","19971022036549I","MINOR","PERSONAL"
"37827","19980129005589I","MINOR","PERSONAL"
"37828","19980421014759I","MINOR","SCHEDULED AIR CARRIER"
"37829","19980701026059I","MINOR","AIR TAXI"
